1.4522154769,-7.5626912666,12.8723257811,1.0443176166,0.2804738134,3.5544894221,-1.8129918335,0.7962555695,3.1089836955,-11.4715179242,1.6548404439
12.1240224782,3.4633662126,8.1248491324,3.9740577131,-3.4585444406,-1.4230942138,1.4188985909,2.4767036759,-2.7510917746,-11.6726045441,-0.4263768336
9.882033742,-3.7468434537,-10.6445560384,2.1104805591,0.9560012259,-0.8001822373,-3.8007591404,1.2883176719,-4.1310923137,-11.2661844963,0.0846356365
13.2949846331,-6.94481199,0.1138860385,4.8287029169,0.5801214017,-1.2851622668,3.7432361811,1.1524695758,10.4636997096,5.2720026731,-2.591712986
-4.7030168306,-6.6791645917,-12.5805561502,4.9894647044,1.683380574,-1.774743349,3.1648879741,1.9122827863,-11.932639081,1.2673752861,-0.0767101425
2.0740053523,14.8201647889,1.0301540798,1.5157742403,3.5549477749,-1.2189842892,-1.3698261279,0.9564929582,-6.810393624,0.9005786327,9.8390800796
-5.1852095872,9.3259819873,-10.5422797112,0.4158213129,-3.6469221488,-1.6240510865,0.2498337632,0.0079637062,-1.363851238,-11.612878631,2.6983253513
0.4962614179,13.8381994647,-5.7669714911,4.9569418677,2.5534217693,1.3835420053,2.7506088031,4.9281672093,11.3139868565,-3.4908085986,1.9513986623
4.9954893719,4.9952346215,-13.2322604649,1.1474133935,3.9828410633,0.1347006273,0.3447213448,0.5114208267,7.4293517545,-9.3561300894,-1.1258606745
-1.2971574208,-14.5529064819,-3.3956288896,3.5210768273,-3.2718047686,1.1400133563,1.9989154819,0.5189652832,-6.4001271352,0.627626833,-10.131360087
-14.6202837769,-2.1723958278,-2.5549948435,2.6940164878,-0.0930859931,-2.2058910209,-3.3354729503,1.3745395219,1.3125243299,-11.9213121884,0.3994941677
-1.5787164029,11.9917040831,-8.8716789675,4.9636214785,0.9856276363,3.0303489391,-2.4177517387,3.9822173113,9.7736987807,3.2173758162,6.1744072592
3.2918964978,-10.1343266911,10.557406877,2.7859617327,2.4035461172,1.3150639223,-2.9143735077,2.2023595348,-8.5856745131,-7.8077389723,-3.0537526579
-5.1899020001,-1.2809012149,14.0151421437,1.8262417126,-0.0439027809,-3.4023698698,2.1028437448,1.6800270598,1.4469637983,-1.8061231027,11.7747278144
1.7336889775,-14.6697524205,-2.6062782758,4.5645760652,-2.2816467173,3.1912378788,0.7810819793,3.7436492118,11.7403372452,-2.2090352598,1.1334216298
6.563354549,-9.8937922292,9.1670743637,0.5439150403,0.8927950896,1.585627856,3.5621203279,0.1365480053,-2.679822363,-11.6489660213,1.058367959
3.683784334,-1.9918876909,-14.4035452722,2.9675939912,-0.4779573604,-3.9441088707,-0.4642865256,0.4564425351,-7.8975215927,2.4155608985,-8.7059874936
-2.4505655793,12.9801809965,7.1070127085,1.7008237471,2.6416658796,3.0035913975,-0.0063322321,0.5601585929,5.1475024335,6.1296326028,-8.9404039535
10.7198845362,5.1884093927,9.1194563162,3.8612413011,3.1642633453,2.4397704209,-0.1869699836,0.6200728603,-5.885779269,-9.7833953866,-3.6936130152
1.2496207841,-14.9177418522,0.9483806875,1.5910247178,1.7999974117,-0.2031892818,-3.5663319298,0.7782362868,-2.8533006795,-3.1387974971,-11.2252672799
-8.4818852646,9.4530585788,7.9810591944,4.0199509566,1.8873585686,-0.340783974,3.5102341683,2.084221801,0.4338050298,-7.8587997313,9.0582051191
2.9459121125,12.965178899,-6.944475354,2.5696284021,0.7828923017,-0.0266831365,3.9225460678,1.9752344936,1.9577380233,-4.7893298054,-10.8272610501
13.0907786312,6.5778668775,-3.2191896762,0.0197251933,3.3934908807,1.8009946984,1.1138391889,0.0075953338,-8.2724246979,6.7529645845,5.4739801734
11.2485897169,9.4179772398,-3.1258493393,1.7740329797,0.9271603301,-3.6008177074,1.4746136986,1.5485211104,3.1390060186,-7.9387772666,-8.4334131125
14.5342744142,0.7776286792,-3.6263150567,1.9566435879,-2.0009697713,-1.1134471343,3.2796883165,1.9036207688,11.5111176632,-1.8984238805,-2.8089423121
